time,MACD,MACD_Hist,MACD_Signal
26/09/2014,10.381,-0.7365,17.746
25/09/2014,16.273,-0.3314,19.588
24/09/2014,25.634,0.5218,20.416
23/09/2014,24.045,0.4933,19.111
22/09/2014,28.650,10.772,17.878
19/09/2014,27.759,12.574,15.185
18/09/2014,17.349,0.5307,12.042
17/09/2014,10.743,0.0028,10.715
16/09/2014,0.6738,-0.397,10.708
15/09/2014,0.6435,-0.5265,11.700
12/09/2014,12.929,-0.0087,13.017
11/09/2014,18.465,0.5426,13.038
10/09/2014,19.427,0.7745,11.682
09/09/2014,18.591,0.8845,0.9746
08/09/2014,19.381,11.847,0.7534
05/09/2014,11.240,0.6667,0.4573
04/09/2014,0.4391,0.1485,0.2906
03/09/2014,-0.024,-0.2774,0.2535
02/09/2014,-0.2034,-0.5262,0.3228
29/08/2014,-0.3672,-0.8216,0.4544
28/08/2014,0.0124,-0.6474,0.6598
27/08/2014,0.7411,-0.0805,0.8216
26/08/2014,14.771,0.6354,0.8417
25/08/2014,16.966,10.137,0.6829
22/08/2014,17.138,12.843,0.4295
21/08/2014,14.705,13.621,0.1084
20/08/2014,10.562,12.883,-0.2321
19/08/2014,0.3979,0.9521,-0.5542
18/08/2014,-0.6894,0.1028,-0.7922
15/08/2014,-15.886,-0.7706,-0.8179
14/08/2014,-18.294,-12.041,-0.6253
13/08/2014,-22.293,-19.050,-0.3242
12/08/2014,-27.205,-28.725,0.152
11/08/2014,-20.809,-29.511,0.8701
08/08/2014,-17.588,-33.667,16.079
07/08/2014,-14.126,-38.621,24.496
06/08/2014,-0.3994,-38.144,34.151
05/08/2014,0.5928,-37.759,43.687
04/08/2014,19.834,-33.293,53.127
01/08/2014,29.066,-32.384,61.450
31/07/2014,47.637,-21.909,69.546
30/07/2014,65.016,-10.007,75.023
29/07/2014,70.145,-0.738,77.525
28/07/2014,77.513,-0.1857,79.370
25/07/2014,80.710,0.0876,79.834
24/07/2014,85.226,0.561,79.615
23/07/2014,85.340,0.7128,78.213
22/07/2014,81.568,0.5137,76.431
21/07/2014,76.829,0.1682,75.147
18/07/2014,75.028,0.0302,74.726
17/07/2014,65.927,-0.8724,74.651
16/07/2014,75.090,-0.1742,76.831
15/07/2014,76.600,-0.0667,77.267
14/07/2014,75.255,-0.2179,77.434
11/07/2014,72.352,-0.5627,77.978
10/07/2014,73.387,-0.5998,79.385
09/07/2014,81.869,0.0984,80.884
08/07/2014,86.432,0.5794,80.638
07/07/2014,96.081,16.891,79.190
03/07/2014,95.636,20.669,74.967
02/07/2014,91.151,21.351,69.800
01/07/2014,86.540,22.078,64.462
30/06/2014,79.055,20.112,58.942
27/06/2014,75.875,21.961,53.914
26/06/2014,68.718,20.294,48.424
25/06/2014,59.845,16.495,43.351
24/06/2014,44.952,0.5725,39.227
23/06/2014,39.574,0.1778,37.796
20/06/2014,31.798,-0.5553,37.351
19/06/2014,30.157,-0.8582,38.739
18/06/2014,29.110,-11.774,40.885
17/06/2014,28.909,-14.920,43.828
16/06/2014,38.779,-0.8779,47.558
13/06/2014,49.520,-0.0233,49.753
12/06/2014,54.894,0.5082,49.811
11/06/2014,61.371,12.830,48.541
10/06/2014,61.119,15.786,45.333
09/06/2014,58.168,16.782,41.387
06/06/2014,51.957,14.766,37.191
05/06/2014,49.169,15.669,33.500
04/06/2014,47.369,17.786,29.583
03/06/2014,53.791,28.655,25.136
02/06/2014,60.920,42.947,17.972
30/05/2014,59.979,52.744,0.7235
29/05/2014,51.838,57.788,-0.5951
28/05/2014,40.499,60.897,-20.398
27/05/2014,23.809,59.431,-35.622
23/05/2014,-0.2188,48.292,-50.480
22/05/2014,-21.847,40.706,-62.553
21/05/2014,-38.842,33.887,-72.729
20/05/2014,-53.737,27.464,-81.201
19/05/2014,-62.631,25.436,-88.067
16/05/2014,-72.145,22.281,-94.426
15/05/2014,-74.860,25.136,-99.996
14/05/2014,-76.574,29.706,-106.280
